name,market,sectors,price_hoping,price_real,inv_comp,stock_amount,stock_fund,exec_company,listing_date,percent_newstock,percent_invest,percent_personal,percent_lock_up,capital,company_size,profit
KB게임(KB스팩),코스닥,기타 사업지원 서비스업,"2,500 ~ 2,500 원","2,500",NaN,"8,000,000 주","20,000 (백만원)",KB투자증권,2011.01.05,"신주모집 : 8,000,000 주 (100%)",(80%),(20%),0.00%,- (백만원),중소일반,8%
두산엔진,거래소,내연기관 제조업,"17,200 ~ 20,900 원","19,300",NaN,"10,500,000 주","202,650 (백만원)",대우증권,2011.01.04,"신주모집 : 10,500,000 주 (100%)",NaN,NaN,0.00%,"62,500 (백만원)",중소일반,15.8%
액트,코스닥,인쇄 및 인쇄관련 산업,"2,400 ~ 2,700 원","2,700",NaN,"4,000,000 주","10,800 (백만원)",한국투자증권,2010.12.27,"신주모집 : 4,000,000 주 (100%)",(65%),(20%),0.00%,"6,000 (백만원)",중소벤쳐,-10%
대구도시가스,거래소,가스제조 및 배관 공급업,"4,400 ~ 5,400 원","5,400",NaN,"7,500,000 주","40,500 (백만원)",신한금융투자,2010.12.24,"신주모집 : 7,500,000 주 (100%)",(60%),(20%),0.00%,"20,000 (백만원)",중소일반,2.96%
현대HCN,거래소,유선방송업,"3,800 ~ 4,500 원","3,800",NaN,"22,000,000 주","83,600 (백만원)",현대증권,2010.12.23,"신주모집 : 22,000,000 주 (100%)",(60%),(20%),0.00%,"14,315 (백만원)",중소일반,-10%
IBKS스마트스팩,코스닥,기타금융업,"1,000 ~ 1,000 원","1,000",NaN,"20,000,000 주","20,000 (백만원)",IBK투자증권,2010.12.22,"신주모집 : 20,000,000 주 (100%)",(74.62%),NaN,0.00%,- (백만원),중소일반,-1%
대정화금,코스닥,기초화학 물질 제조업,"8,100 ~ 9,200 원","9,200",NaN,"2,300,000 주","21,160 (백만원)",HMC투자증권,2010.12.20,"신주모집 : 2,300,000 주 (100%)",(60%),(20%),8.69%,"1,000 (백만원)",중소일반,42.39%
케이티스(구.한국인포서비스),거래소,그외 기타 분류안된 사업지원 서비스업,"2,500 ~ 3,100 원","2,700",NaN,"5,381,810 주","14,531 (백만원)",우리투자증권,2010.12.17,"신주모집 : 5,381,810 주 (100%)",(60%),(20%),0.00%,"15,248 (백만원)",중소일반,8.15%
한전산업개발,거래소,전기공급 및 전기제어장치 제조업,"4,500 ~ 5,500 원","5,500",NaN,"13,040,000 주","71,720 (백만원)",신한금융투자,2010.12.16,"신주모집 : 13,040,000 주 (100%)",(60%),(20%),0.00%,"16,300 (백만원)",중소일반,-0.18%
동부티에스블랙펄스팩,코스닥,기타금융업,"2,000 ~ 2,000 원","2,000",NaN,"11,250,000 주","22,500 (백만원)",동부증권,2010.12.08,"신주모집 : 11,250,000 주 (100%)",NaN,NaN,0.00%,105 (백만원),중소일반,-1.5%
하이제1호스팩,코스닥,기타 금융업,"4,000 ~ 4,000 원","4,000",NaN,"6,750,000 주","27,000 (백만원)",하이투자증권,2010.12.03,"신주모집 : 6,750,000 주 (100%)",(80%),(20%),0.00%,250 (백만원),중소일반,1.5%
세우테크,코스닥,기타 주변기기 제조업,"5,500 ~ 6,500 원","5,500",NaN,"1,500,000 주","8,250 (백만원)",신한금융투자,2010.12.01,"신주모집 : 1,500,000 주 (100%)",NaN,(20%),0.00%,"1,750 (백만원)",중소벤쳐,18.18%
코라오홀딩스,거래소,경영컨설팅 서비스업,"3,800 ~ 4,800 원","4,800",NaN,"11,732,720 주","56,317 (백만원)",IBK투자증권,2010.11.30,"신주모집 : 11,732,720 주 (100%)",(80%),(20%),0.00%,- (백만원),중소일반,52.08%
대구방송,코스닥,텔레비전 방송업,"7,500 ~ 9,500 원","7,500",NaN,"1,000,000 주","7,500 (백만원)",부국증권,2010.11.29,"신주모집 : 1,000,000 주 (100%)",(71%),(20%),0.00%,"45,000 (백만원)",중소일반,-5.33%
케이티롤,코스닥,선철주물 주조업,"6,000 ~ 6,800 원","6,800",NaN,"1,054,806 주","7,173 (백만원)",대신증권,2010.11.26,"신주모집 : 1,054,806 주 (100%)",(70%),(20%),0.00%,"1,500 (백만원)",중소일반,20.74%
시그네틱스,코스닥,전자집적회로 제조업,"2,300 ~ 2,600 원","2,600",NaN,"14,048,832 주","36,527 (백만원)",미래에셋증권,2010.11.26,"신주모집 : 14,048,832 주 (100%)",(80%),(20%),0.00%,"38,999 (백만원)",중소일반,3.85%
한국전자인증,코스닥,"기타 소프트웨어 자문, 개발 및 공급업","1,300 ~ 1,500 원","1,600",NaN,"1,400,000 주","2,240 (백만원)",한국투자증권,2010.11.19,"신주모집 : 1,400,000 주 (100%)",(70%),(20%),0.00%,"10,000 (백만원)",중소일반,12.5%
코프라,코스닥,기타 화학제품 제조업,"5,500 ~ 6,500 원","7,000",NaN,"1,760,000 주","12,320 (백만원)",미래에셋증권,2010.11.12,"신주모집 : 1,760,000 주 (100%)",(77%),NaN,0.00%,"1,620 (백만원)",중소일반,100%
디케이락,코스닥,"탭, 밸브 및 유사장치 제조업","7,000 ~ 8,000 원","7,500",NaN,"2,000,000 주","15,000 (백만원)",신한금융투자,2010.11.12,"신주모집 : 2,000,000 주 (100%)",(40%),(20%),0.00%,"2,141 (백만원)",중소일반,-0.27%
하나그린스팩1호,코스닥,금융지원 서비스업,"4,000 ~ 4,000 원","4,000",NaN,"5,000,000 주","20,000 (백만원)",하나대투,2010.11.10,"신주모집 : 5,000,000 주 (100%)",(80%),(20%),0.00%,- (백만원),중소일반,5.25%
아나패스,코스닥,반도체 및 기타 전자부품 제조업,"47,000 ~ 52,000 원","52,000",NaN,"470,000 주","24,440 (백만원)",대우증권,2010.11.05,"신주모집 : 470,000 주 (100%)",NaN,NaN,0.00%,"1,433 (백만원)",중소일반,4.62%
삼본정밀전자,코스닥,음향기기 제조업,"7,800 ~ 8,800 원","8,800",NaN,"2,000,000 주","17,600 (백만원)",현대증권,2010.11.05,"신주모집 : 2,000,000 주 (100%)",(70%),(20%),0.00%,"3,750 (백만원)",중소일반,5.68%
케이엔엔,코스닥,텔레비전 방송업,"8,000 ~ 10,000 원","9,000",NaN,"1,330,000 주","11,970 (백만원)",미래에셋증권,2010.11.03,"신주모집 : 1,330,000 주 (100%)",(68%),(20%),0.00%,"59,564 (백만원)",중소일반,-2.22%
부국퓨쳐스타즈스팩,코스닥,기타금융업,"2,000 ~ 2,000 원","2,000",NaN,"5,900,000 주","11,800 (백만원)",부국증권,2010.10.29,"신주모집 : 5,900,000 주 (100%)",(70%),(30%),0.00%,- (백만원),중소일반,15%
아이텍반도체,코스닥,반도체 및 기타 전자부품 제조업,"8,700 ~ 9,100 원","9,100",NaN,"900,000 주","8,190 (백만원)",대우증권,2010.10.26,"신주모집 : 900,000 주 (100%)",(72%),(18%),0.00%,"1,586 (백만원)",중소일반,0.55%
누리플랜,코스닥,기타 제품 제조업,"4,600 ~ 5,500 원","5,500",NaN,"1,100,000 주","6,050 (백만원)",HMC투자증권,2010.10.26,"신주모집 : 1,100,000 주 (100%)",(55%),(30%),0.00%,"1,050 (백만원)",중소일반,52.73%
인화정공,코스닥,선박엔진부품업,"22,000 ~ 26,000 원","26,000",NaN,"1,200,000 주","31,200 (백만원)",신한금융투자,2010.10.22,"신주모집 : 1,200,000 주 (100%)",NaN,NaN,0.00%,"1,822 (백만원)",중소일반,16.15%
코렌,코스닥,"안경, 사진기 및 기타 광학기기 제조업","5,800 ~ 6,600 원","5,800",NaN,"1,200,000 주","6,960 (백만원)",대우증권,2010.10.22,"신주모집 : 1,200,000 주 (100%)",(70%),(20%),0.00%,"2,242 (백만원)",중소벤쳐,8.62%
아이씨코리아,코스닥,전자카드 제조업,"2,400 ~ 3,000 원","2,800",NaN,"1,500,000 주","4,200 (백만원)",한화증권,2010.10.19,"신주모집 : 1,500,000 주 (100%)",NaN,NaN,0.00%,"4,937 (백만원)",중소벤쳐,60.71%
키움제1호스팩,코스닥,기타 금융업,"2,000 ~ 2,000 원","2,000",NaN,"10,000,000 주","20,000 (백만원)",키움증권,2010.10.05,"신주모집 : 10,000,000 주 (100%)",NaN,NaN,0.00%,- (백만원),중소일반,5%
휠라코리아,거래소,셔츠 및 외의 도매업,"30,000 ~ 35,000 원","35,000",NaN,"3,250,000 주","113,750 (백만원)",삼성증권,2010.09.28,"신주모집 : 3,250,000 주 (100%)",(60%),(20%),0.00%,"143,315 (백만원)",중소일반,100%
포메탈,코스닥,"구조용 금속제품, 탱크 및 증기발생기 제조업","6,000 ~ 6,800 원","6,000",NaN,"1,800,000 주","10,800 (백만원)",IBK투자증권,2010.09.17,"신주모집 : 1,800,000 주 (100%)",NaN,NaN,0.00%,"2,093 (백만원)",중소일반,-4.83%
알파칩스,코스닥,전자집적회로 제조업,"10,500 ~ 12,000 원","12,000",NaN,"600,000 주","7,200 (백만원)",현대증권,2010.09.17,"신주모집 : 600,000 주 (100%)",NaN,NaN,0.00%,"1,016 (백만원)",중소벤쳐,29.17%
케이티씨에스(구.한국인포데이타,거래소,데이터베이스 및 온라인 정보제공업,"2,600 ~ 3,100 원","2,600",NaN,"7,152,870 주","18,597 (백만원)",한국투자증권,2010.09.16,"신주모집 : 7,152,870 주 (100%)",NaN,NaN,0.00%,"20,266 (백만원)",중소일반,17.5%
성융광전투자,코스닥,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치","2,700 ~ 3,300 원","2,800",NaN,"18,000,000 주","50,400 (백만원)",대우증권,2010.09.15,"신주모집 : 18,000,000 주 (100%)",NaN,NaN,0.00%,- (백만원),외국기업,4.29%
다원시스,코스닥,기타 발전기 및 전기변환장치 제조업,"9,000 ~ 12,000 원","11,000",NaN,"1,351,710 주","14,869 (백만원)",하이투자증권,2010.09.14,"신주모집 : 1,351,710 주 (100%)",NaN,NaN,0.00%,"2,524 (백만원)",중소벤쳐,2.73%
현대홈쇼핑,거래소,기타 통신 판매업,"80,000 ~ 90,000 원","90,000",NaN,"3,000,000 주","270,000 (백만원)",현대증권,2010.09.13,"신주모집 : 3,000,000 주 (100%)",NaN,NaN,0.00%,"45,000 (백만원)",중소일반,38.33%
이트레이드1호스팩,코스닥,기타금융업,"2,000 ~ - 원","2,000",NaN,"9,500,000 주","19,000 (백만원)",이트레이드증권,2010.09.10,"신주모집 : 9,500,000 주 (100%)",NaN,NaN,0.00%,- (백만원),중소일반,0.25%
씨젠,코스닥,의료용품 및 기타 의약관련제품 제조업,"28,000 ~ 35,000 원","30,500",NaN,"636,500 주","19,413 (백만원)",대우증권,2010.09.10,"신주모집 : 636,500 주 (100%)",NaN,NaN,0.00%,"2,789 (백만원)",중소벤쳐,-10%
와이솔,코스닥,반도체 및 기타 전자부품 제조업,"7,000 ~ 9,000 원","8,000",NaN,"1,000,000 주","8,000 (백만원)",한화증권,2010.09.10,"신주모집 : 1,000,000 주 (100%)",NaN,NaN,0.00%,"4,600 (백만원)",중소벤쳐,-10%
에이치엠씨아이비1호스팩,코스닥,금융지원 서비스업,"2,000 ~ - 원","2,000",NaN,"11,780,000 주","23,560 (백만원)",HMC투자증권,2010.08.31,"신주모집 : 11,780,000 주 (100%)",(60%),(40%),0.00%,- (백만원),중소일반,6%
교보케이티비스팩,코스닥,기타금융업,"4,000 ~ - 원","4,000",NaN,"6,250,000 주","25,000 (백만원)","교보증권,KTB투자증권",2010.08.27,"신주모집 : 6,250,000 주 (100%)",NaN,NaN,0.00%,- (백만원),중소일반,-1.25%
에스비아이앤솔로몬드림스팩,코스닥,기타금융업,"1,250 ~ - 원","1,250",NaN,"16,000,000 주","20,000 (백만원)",솔로몬투자,2010.08.24,"신주모집 : 16,000,000 주 (100%)",NaN,NaN,0.00%,- (백만원),중소일반,-1.2%
대신증권그로쓰알파,코스닥,기타금융업,"2,000 ~ - 원","2,000",NaN,"10,000,000 주","20,000 (백만원)",대신증권,2010.08.24,"신주모집 : 10,000,000 주 (100%)",NaN,NaN,0.00%,- (백만원),중소일반,-0.5%
한국투자신성장1호스팩,코스닥,기타금융업,"2,200 ~ - 원","2,200",NaN,"10,500,000 주","23,100 (백만원)",한국투자증권,2010.08.24,"신주모집 : 10,500,000 주 (100%)",NaN,NaN,0.00%,- (백만원),중소일반,0.45%
도화종합기술공사,거래소,건축기술 및 엔지니어링 서비스업,"20,000 ~ 23,000 원","22,000",NaN,"2,000,000 주","44,000 (백만원)",우리투자증권,2010.08.12,"신주모집 : 2,000,000 주 (100%)",NaN,NaN,0.00%,"7,430 (백만원)",중소일반,-10%
엠에스오토텍,코스닥,자동차부품 제조업,"4,500 ~ 5,500 원","5,500",NaN,"2,880,000 주","15,840 (백만원)",HMC투자증권,2010.08.06,"신주모집 : 2,880,000 주 (100%)",(69.44%),(24.31%),0.00%,"2,570 (백만원)",중소일반,100%
이글루시큐리티,코스닥,"기타 소프트웨어 자문, 개발 및 공급업","11,000 ~ 14,000 원","14,000",NaN,"1,500,000 주","21,000 (백만원)",미래에셋증권,2010.08.04,"신주모집 : 1,500,000 주 (100%)",NaN,NaN,0.00%,"3,000 (백만원)",중소벤쳐,-10%
아이마켓코리아,거래소,상품 종합 도매업,"12,300 ~ 15,300 원","15,300",NaN,"9,000,000 주","137,700 (백만원)",미래에셋증권,2010.07.30,"신주모집 : 9,000,000 주 (100%)",(60%),(20%),0.00%,"13,666 (백만원)",중소일반,44.44%
인터로조,코스닥,"안경, 사진장비 및 기타 광학기기 제조업","9,000 ~ 12,000 원","12,000",NaN,"1,011,184 주","12,134 (백만원)",한화증권,2010.07.28,"신주모집 : 1,011,184 주 (100%)",(70%),(20%),0.00%,"2,169 (백만원)",중소벤쳐,-10%
하이텍팜,코스닥,의약품 제조업,"10,000 ~ 11,500 원","11,500",NaN,"2,100,000 주","24,150 (백만원)",HMC투자증권,2010.07.28,"신주모집 : 2,100,000 주 (100%)",NaN,NaN,0.00%,"2,450 (백만원)",중소일반,40.87%
우진,거래소,가공공작기계 제조업,"13,600 ~ 15,200 원","15,000",NaN,"2,170,000 주","32,550 (백만원)",한국투자증권,2010.07.26,"신주모집 : 2,170,000 주 (100%)",NaN,NaN,0.00%,"3,255 (백만원)",중소일반,100%
웨이포트(홍콩),코스닥,"회사본부, 지주회사 및 경영컨설팅 서비스업","1,400 ~ 1,800 원","1,400",NaN,"13,970,000 주","19,558 (백만원)",메리츠증권,2010.07.23,"신주모집 : 13,970,000 주 (100%)",(80%),(20%),0.00%,- (백만원),중소일반,-0.36%
크루셜텍,코스닥,무선 통신장비 제조업,"20,000 ~ 23,500 원","23,500",NaN,"1,205,388 주","28,327 (백만원)",미래에셋증권,2010.07.21,"신주모집 : 1,205,388 주 (100%)",(60%),(20.1%),0.00%,"3,656 (백만원)",중소일반,35.74%
에스디시스템,코스닥,교통 신호장치 제조업,"13,000 ~ 14,800 원","14,800",NaN,"950,000 주","14,060 (백만원)",대우증권,2010.07.16,"신주모집 : 950,000 주 (100%)",(75%),(20%),0.00%,"1,500 (백만원)",중소일반,18.24%
한화스팩1호,코스닥,금융지원 서비스업,"5,000 ~ - 원","5,000",NaN,"4,000,000 주","20,000 (백만원)",한화증권,2010.07.09,"신주모집 : 4,000,000 주 (100%)",NaN,NaN,0.00%,- (백만원),중소일반,-0.8%
신영증권스팩1호,코스닥,금융지원 서비스업,"1,000 ~ - 원","1,000",NaN,"19,700,000 주","19,700 (백만원)",신영증권,2010.07.02,"신주모집 : 19,700,000 주 (100%)",(70%),(30%),0.00%,- (백만원),중소일반,6.5%
웅진에너지,거래소,기타 발전기 및 전기변환장치 제조업,"7,500 ~ 8,500 원","9,500",NaN,"15,880,000 주","150,860 (백만원)",대신증권,2010.06.30,"신주모집 : 15,880,000 주 (100%)",(60%),(20%),0.00%,- (백만원),중소일반,26.32%
유비벨록스,코스닥,"소프트웨어 자문, 개발 및 공급업","9,500 ~ 10,500 원","11,000",NaN,"1,000,000 주","11,000 (백만원)",한국투자증권,2010.06.18,"신주모집 : 1,000,000 주 (100%)",(60%),(20%),0.00%,- (백만원),중소일반,11.36%
삼정펄프,거래소,펄프제조업,"28,000 ~ 32,000 원","29,000",NaN,"388,241 주","11,259 (백만원)",서울증권,2006.10.17,"신주모집 : 388,241 주 (100%)",NaN,NaN,99.94%,- (백만원),NaN,91.03%
처음앤씨,코스닥,기타 정보 서비스업,"10,500 ~ 13,000 원","13,000",NaN,"881,982 주","11,466 (백만원)",우리투자증권,2010.06.18,"신주모집 : 881,982 주 (100%)",(62.6%),(20.4%),0.00%,756 (백만원),중소일반,-6.92%
케이엔디티앤아이,코스닥,기타 과학 및 기술서비스업,"7,000 ~ 8,500 원","8,500",NaN,"1,800,000 주","15,300 (백만원)",교보증권,2010.06.15,"신주모집 : 1,800,000 주 (100%)",NaN,NaN,0.00%,- (백만원),중소벤쳐,29.41%
히든챔피언제1호스팩,코스닥,기타금융업,"2,000 ~ 2,000 원","2,000",NaN,"15,000,000 주","30,000 (백만원)",삼성증권,2010.06.11,"신주모집 : 15,000,000 주 (100%)",NaN,NaN,0.00%,- (백만원),중소일반,-2%
이연제약,거래소,완제 의약품 제조업,"16,500 ~ 18,000 원","16,500",NaN,"1,300,000 주","21,450 (백만원)",현대증권,2010.06.10,"신주모집 : 1,300,000 주 (100%)",(60%),(20%),0.00%,"6,120 (백만원)",중소일반,0%
솔라시아,코스닥,시스템 소프트웨어 개발 및 공급업,"4,600 ~ 5,100 원","5,000",NaN,"875,000 주","4,375 (백만원)",한국투자증권,2010.06.09,"신주모집 : 875,000 주 (100%)",(60%),(20%),0.00%,- (백만원),중소일반,90%
실리콘웍스,코스닥,전자집적회로 제조업,"61,000 ~ 67,000 원","67,000",NaN,"1,000,000 주","67,000 (백만원)",한국투자증권,2010.06.08,"신주모집 : 1,000,000 주 (100%)",NaN,NaN,0.00%,"2,553 (백만원)",중소일반,-0.15%
투비소프트,코스닥,"기타 소프트웨어 자문, 개발 및 공급업","6,500 ~ 7,500 원","8,000",NaN,"395,000 주","3,160 (백만원)",한국투자증권,2010.06.01,"신주모집 : 395,000 주 (100%)",(67.3%),(20%),0.00%,- (백만원),중소벤쳐,100%
인피니트헬스케어(구.인피니트테,코스닥,"기타 소프트웨어 자문, 개발 및 공급업","4,200 ~ 5,200 원","5,200",NaN,"3,000,000 주","15,600 (백만원)",삼성증권,2010.05.26,"신주모집 : 3,000,000 주 (100%)",NaN,NaN,0.00%,"9,988 (백만원)",중소일반,14.23%
신한제1호스팩,코스닥,기타금융업,"4,000 ~ 5,000 원","5,000",NaN,"7,500,000 주","37,500 (백만원)",신한금융투자,2010.05.25,"신주모집 : 7,500,000 주 (100%)",(70%),(30%),0.00%,- (백만원),중소일반,-10%
모바일리더,코스닥,"소프트웨어 자문, 개발 및 공급업","13,000 ~ 15,000 원","15,000",NaN,"600,000 주","9,000 (백만원)",한화증권,2010.05.25,"신주모집 : 600,000 주 (100%)",NaN,NaN,0.00%,"1,300 (백만원)",중소일반,40%
만도,거래소,기타 자동차부품 제조업,"75,000 ~ 90,000 원","83,000",NaN,"6,000,000 주","498,000 (백만원)",우리투자증권,2010.05.19,"신주모집 : 6,000,000 주 (100%)",NaN,NaN,0.00%,"80,725 (백만원)",중소일반,16.87%
삼성생명,거래소,생명 보험업,"90,000 ~ 115,000 원","110,000",NaN,"44,437,420 주","4,888,116 (백만원)",한국투자증권,2010.05.12,"신주모집 : 44,437,420 주 (100%)",NaN,NaN,0.00%,"100,000 (백만원)",중소일반,8.64%
우리스팩1호,거래소,금융지원 서비스업,"10,000 ~ - 원","10,000",NaN,"3,500,000 주","35,000 (백만원)",우리투자증권,2010.05.11,"신주모집 : 3,500,000 주 (100%)",NaN,NaN,0.00%,- (백만원),중소일반,5%
동아체육용품유한공사,코스닥,"회사본부, 지주회사 및 경영컨설팅 서비스업","4,600 ~ 5,200 원","5,000",NaN,"5,999,000 주","29,995 (백만원)",교보증권,2010.04.23,"신주모집 : 5,999,000 주 (100%)",NaN,NaN,0.00%,- (백만원),외국기업,-10%
뉴프라이드,코스닥,기타 운송관련 서비스업,"6,000 ~ 7,700 원","7,500",NaN,"1,850,000 주","13,875 (백만원)",골든브릿지,2010.04.21,"신주모집 : 1,850,000 주 (100%)",NaN,NaN,0.00%,- (백만원),외국기업,100%
케이씨에스,코스닥,컴퓨터시스템 통합 자문 및 구축 서비스업,"1,200 ~ 1,600 원","1,600",NaN,"3,600,000 주","5,760 (백만원)",삼성증권,2010.04.14,"신주모집 : 3,600,000 주 (100%)",NaN,NaN,0.00%,- (백만원),중소일반,100%
차이나킹하이웨이,코스닥,"회사본부, 지주회사 및 경영컨설팅","3,000 ~ 3,500 원","3,700",NaN,"24,000,000 주","88,800 (백만원)",우리투자증권,2010.03.31,"신주모집 : 24,000,000 주 (100%)",NaN,NaN,0.00%,55 (백만원),외국기업,10.81%
디지탈아리아,코스닥,소프트웨어 개발 및 공급업,"8,000 ~ 10,000 원","11,000",NaN,"1,046,445 주","11,511 (백만원)",교보증권,2010.03.26,"신주모집 : 1,046,445 주 (100%)",NaN,NaN,0.00%,"1,149 (백만원)",중소일반,100%
동양밸류오션SPAC,거래소,금융지원 서비스업,"10,000 ~ - 원","10,000",NaN,"4,500,000 주","45,000 (백만원)",동양증권,2010.03.25,"신주모집 : 4,500,000 주 (100%)",NaN,NaN,0.00%,- (백만원),중소일반,50%
현대드림투게더,코스닥,기타 금융업,"6,000 ~ - 원","6,000",NaN,"3,334,000 주","20,004 (백만원)",현대증권,2010.03.19,"신주모집 : 3,334,000 주 (100%)",NaN,NaN,0.00%,- (백만원),중소일반,13.33%
대한생명보험,거래소,생명보험업,"9,000 ~ 11,000 원","8,200",NaN,"210,000,000 주","1,722,000 (백만원)",대우증권,2010.03.17,"신주모집 : 210,000,000 주 (100%)",NaN,NaN,0.00%,"3,550,000 (백만원)",중소일반,6.1%
미래에셋스팩1호,코스닥,금융지원서비스,"1,500 ~ - 원","1,500",NaN,"13,333,334 주","20,000 (백만원)",미래에셋증권,2010.03.12,"신주모집 : 13,333,334 주 (100%)",NaN,NaN,0.00%,- (백만원),중소일반,2.67%
대우증권그린코리아SPAC,거래소,서비스,"2,500 ~ 3,500 원","3,500",NaN,"25,000,000 주","87,500 (백만원)",대우증권,2010.03.03,"신주모집 : 25,000,000 주 (100%)",NaN,NaN,0.00%,- (백만원),중소일반,5.86%
이미지스테크놀로지,코스닥,전자부품 제조업,"6,000 ~ 7,500 원","6,000",NaN,"1,660,000 주","9,960 (백만원)",교보증권,2010.02.26,"신주모집 : 1,660,000 주 (100%)",(80%),(20%),0.00%,"2,664 (백만원)",중소벤쳐,0%
하이소닉,코스닥,전자부품 제조업,"11,000 ~ 13,000 원","13,000",NaN,"800,000 주","10,400 (백만원)",한화증권,2010.02.09,"신주모집 : 800,000 주 (100%)",(70%),(20%),0.00%,"2,026 (백만원)",중소일반,9.23%
인포바인,코스닥,전기통신업,"26,000 ~ 31,000 원","33,000",NaN,"450,000 주","14,850 (백만원)",한국투자증권,2010.02.09,"신주모집 : 450,000 주 (100%)",(75%),(20%),0.00%,"1,260 (백만원)",중소벤쳐,9.09%
차이나하오란리사이클링,코스닥,코팅 백판지 및 포커지 생산,"4,300 ~ 5,600 원","4,700",NaN,"10,000,000 주","47,000 (백만원)",신한금융,2010.02.05,"신주모집 : 10,000,000 주 (100%)",NaN,NaN,0.00%,- (백만원),외국기업,-7.45%
에스이티아이,코스닥,전자부품 제조업,"16,500 ~ 18,000 원","17,500",NaN,"1,880,000 주","32,900 (백만원)",삼성증권,2010.02.04,"신주모집 : 1,880,000 주 (100%)",NaN,NaN,0.00%,"2,114 (백만원)",중소일반,-10%
모베이스,코스닥,통신 및 방송 장비 제조업,"9,000 ~ 12,000 원","13,200",NaN,"1,435,000 주","18,942 (백만원)",미래에셋증권,2010.02.04,"신주모집 : 1,435,000 주 (100%)",NaN,(95%),0.00%,"2,200 (백만원)",중소일반,28.79%
에이치디시에스,코스닥,1차 철강 제조업,"11,000 ~ 15,000 원","15,000",NaN,"999,999 주","15,000 (백만원)",하이투자증권,2010.02.02,"신주모집 : 999,999 주 (100%)",(75.0%),(20.0%),0.00%,"2,300 (백만원)",중소벤쳐,23.33%
지역난방공사,거래소,"증기, 냉온수 및 공기조절 공급업","33,400 ~ 40,800 원","45,000",NaN,"2,895,000 주","130,275 (백만원)",삼성증권,2010.01.29,"신주모집 : 2,895,000 주 (100%)",NaN,NaN,0.00%,"43,419 (백만원)",대기업,100%
락앤락,거래소,플라스틱 제품제조업,"14,000 ~ 15,700 원","15,700",NaN,"10,000,000 주","157,000 (백만원)",한국투자증권,2010.01.28,"신주모집 : 10,000,000 주 (100%)",NaN,NaN,0.00%,"15,609 (백만원)",중소일반,27.39%
우리넷,코스닥,통신 및 방송 장비 제조업,"6,000 ~ 7,000 원","6,700",NaN,"957,160 주","6,413 (백만원)",한국투자증권,2010.01.27,"신주모집 : 957,160 주 (100%)",(70%),(20%),0.00%,- (백만원),중소일반,47.76%
스타플렉스,코스닥,플라스틱제품 제조업,"13,100 ~ 15,600 원","15,000",NaN,"1,400,000 주","21,000 (백만원)",대신증권,2010.01.27,"신주모집 : 1,400,000 주 (100%)",NaN,NaN,0.00%,"2,000 (백만원)",중소일반,4.67%
아세아텍,코스닥,농업용 기계 제조업,"4,700 ~ 5,400 원","4,100",NaN,"4,400,000 주","18,040 (백만원)",IBK투자증권,2010.01.26,"신주모집 : 4,400,000 주 (100%)",(70.00%),(26.39%),0.00%,"6,550 (백만원)",중소벤쳐,-2.8%
영흥철강,거래소,1차 철강 제조업,"12,000 ~ 16,000 원","12,000",NaN,"2,248,692 주","26,984 (백만원)",대우증권,2010.01.25,"신주모집 : 2,248,692 주 (100%)",(60%),(20%),0.00%,- (백만원),중소일반,3.33%
우노앤컴퍼니,코스닥,화학섬유 제조업,"7,000 ~ 10,000 원","6,500",NaN,"2,607,000 주","16,946 (백만원)",SK증권,2010.01.15,"신주모집 : 2,607,000 주 (100%)",NaN,NaN,0.00%,955 (백만원),중소일반,-10%
승화엘엠씨,코스닥,토목 건설업,"6,000 ~ 7,000 원","6,700",NaN,"1,334,000 주","8,938 (백만원)",한화증권,2010.01.06,"신주모집 : 1,334,000 주 (100%)",NaN,NaN,0.00%,"2,000 (백만원)",중소벤쳐,31.34%
코디에스,코스닥,반도체 제조업,"5,000 ~ 6,000 원","6,000",NaN,"1,008,162 주","6,049 (백만원)",동부증권,2010.01.05,"신주모집 : 1,008,162 주 (100%)",(75%),(20%),0.00%,"2,339 (백만원)",중소벤쳐,55%
글로벌에스엠테크리미티드,코스닥,"회사본부, 지주회사 및 경영컨설팅 서비스업","2,800 ~ 3,200 원","3,200",NaN,"5,794,020 주","18,541 (백만원)",미래에셋증권,2009.12.23,"신주모집 : 5,794,020 주 (100%)",NaN,NaN,0.00%,- (백만원),외국기업,15.94%
KPX라이프사이언스,코스닥,기초유기화학물질 제조업,"5,000 ~ 6,500 원","6,200",NaN,"5,500,000 주","34,100 (백만원)",미래에셋증권,2009.12.22,"신주모집 : 5,500,000 주 (100%)",NaN,NaN,0.00%,"2,500 (백만원)",중소일반,22.58%
동양피엔에프,코스닥,일반 목적용 기계 제조업,"10,000 ~ 12,000 원","12,000",NaN,"1,700,000 주","20,400 (백만원)",HMC투자증권,2009.12.22,"신주모집 : 1,700,000 주 (100%)",NaN,NaN,0.00%,"1,000 (백만원)",중소일반,41.67%
아이티엑스시큐리티,코스닥,비디오 및 기타 영상기기 제조업,"6,500 ~ 8,000 원","6,000",NaN,"1,293,000 주","7,758 (백만원)",한화증권,2009.12.22,"신주모집 : 1,293,000 주 (100%)",NaN,NaN,0.00%,"2,620 (백만원)",중소벤쳐,23.33%
